scene0707_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0707_00/scene0707_00_60_sub.bin
  scene0776_00_2370: FAIL
  scene0755_00_0: FAIL
scene0785_00_2175: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2175_sub.bin
  scene0803_00_0: FAIL
  scene0785_00_735: 3.7634369832988166 FAIL
  scene0708_00_0: FAIL
scene0785_00_2205: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2205_sub.bin
  scene0761_00_2040: FAIL
  scene0720_00_0: FAIL
  scene0747_00_2325: FAIL
scene0785_00_2250: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2250_sub.bin
  scene0776_00_0: FAIL
  scene0780_00_1215: FAIL
  scene0733_00_1275: FAIL
scene0785_00_2310: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2310_sub.bin
  scene0762_00_1020: FAIL
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
scene0785_00_2445: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2445_sub.bin
  scene0708_00_0: FAIL
  scene0790_00_0: FAIL
  scene0780_00_1215: FAIL
scene0785_00_2475: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2475_sub.bin
  scene0734_00_1905: FAIL
  scene0709_00_735: FAIL
  scene0774_00_945: FAIL
scene0785_00_2505: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2505_sub.bin
  scene0797_00_525: FAIL
  scene0802_00_375: FAIL
  scene0750_00_0: FAIL
scene0785_00_2535: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2535_sub.bin
  scene0752_00_240: FAIL
  scene0780_00_300: FAIL
  scene0721_00_840: FAIL
scene0785_00_2595: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2595_sub.bin
  scene0740_00_525: FAIL
  scene0716_00_0: FAIL
  scene0782_00_885: FAIL
scene0785_00_2715: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2715_sub.bin
  scene0777_00_975: FAIL
  scene0724_00_0: FAIL
  scene0736_00_0: FAIL
scene0785_00_2730: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2730_sub.bin
  scene0752_00_120: FAIL
  scene0797_00_525: FAIL
  scene0734_00_1155: FAIL
scene0785_00_2775: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2775_sub.bin
  scene0745_00_0: FAIL
  scene0709_00_735: FAIL
  scene0761_00_390: FAIL
scene0785_00_2820: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2820_sub.bin
  scene0757_00_4050: FAIL
  scene0789_00_720: FAIL
  scene0707_00_240: FAIL
scene0785_00_2895: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2895_sub.bin
  scene0755_00_3030: FAIL
  scene0772_00_0: FAIL
  scene0731_00_0: FAIL
scene0785_00_3000: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3000_sub.bin
  scene0793_00_1950: FAIL
  scene0716_00_180: FAIL
  scene0800_00_0: FAIL
scene0785_00_3030: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3030_sub.bin
  scene0788_00_870: FAIL
  scene0774_00_0: FAIL
  scene0755_00_0: FAIL
scene0785_00_3105: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3105_sub.bin
  scene0766_00_150: FAIL
  scene0711_00_0: FAIL
  scene0757_00_2535: FAIL
scene0785_00_3255: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3255_sub.bin
  scene0777_00_975: FAIL
  scene0736_00_0: FAIL
  scene0724_00_0: FAIL
scene0785_00_3285: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3285_sub.bin
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
  scene0709_00_735: FAIL
scene0785_00_3315: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3315_sub.bin
  scene0779_00_0: FAIL
  scene0716_00_0: FAIL
  scene0746_00_0: FAIL
scene0785_00_3375: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3375_sub.bin
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
  scene0709_00_735: FAIL
scene0785_00_3405: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3405_sub.bin
  scene0728_00_0: FAIL
  scene0735_00_0: FAIL
  scene0755_00_3030: FAIL
scene0785_00_3450: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3450_sub.bin
  scene0785_00_1035: 2.6716746229682293 SUCCESS
scene0785_00_3480: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3480_sub.bin
  scene0709_00_735: FAIL
  scene0801_00_0: FAIL
  scene0781_00_555: FAIL
scene0785_00_3555: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3555_sub.bin
  scene0757_00_4050: FAIL
  scene0757_00_0: FAIL
  scene0762_00_1020: FAIL
scene0785_00_3600: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3600_sub.bin
  scene0709_00_735: FAIL
  scene0707_00_240: FAIL
  scene0761_00_390: FAIL
scene0785_00_3660: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3660_sub.bin
  scene0784_00_900: FAIL
  scene0745_00_0: FAIL
  scene0787_00_1425: FAIL
scene0785_00_3735: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3735_sub.bin
  scene0757_00_1590: FAIL
  scene0725_00_0: FAIL
  scene0747_00_105: FAIL
scene0785_00_3795: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3795_sub.bin
  scene0755_00_600: FAIL
  scene0793_00_315: FAIL
  scene0752_00_240: FAIL
scene0785_00_3810: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3810_sub.bin
  scene0757_00_4050: FAIL
  scene0757_00_0: FAIL
  scene0781_00_0: FAIL
scene0785_00_3870: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3870_sub.bin
  scene0733_00_0: FAIL
  scene0776_00_0: FAIL
  scene0787_00_2370: FAIL
scene0785_00_3885: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3885_sub.bin
  scene0787_00_2370: FAIL
  scene0776_00_0: FAIL
  scene0768_00_1095: FAIL
scene0785_00_3915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3915_sub.bin
  scene0784_00_0: FAIL
  scene0747_00_0: FAIL
  scene0748_00_0: FAIL
scene0785_00_3945: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_3945_sub.bin
  scene0780_00_840: FAIL
  scene0746_00_165: FAIL
  scene0782_00_0: FAIL
scene0786_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_60_sub.bin
  scene0768_00_1095: FAIL
  scene0776_00_2370: FAIL
  scene0786_00_0: 1.0032210569135431 SUCCESS
scene0786_00_90: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_90_sub.bin
  scene0789_00_0: FAIL
  scene0782_00_0: FAIL
  scene0777_00_0: FAIL
scene0786_00_120: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_120_sub.bin
  scene0782_00_0: FAIL
  scene0789_00_0: FAIL
  scene0746_00_165: FAIL
scene0786_00_240: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_240_sub.bin
  scene0781_00_0: FAIL
  scene0803_00_0: FAIL
  scene0790_00_570: FAIL
scene0786_00_330: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_330_sub.bin
  scene0711_00_0: FAIL
  scene0793_00_315: FAIL
  scene0755_00_600: FAIL
scene0786_00_405: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_405_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0761_00_2595: FAIL
scene0786_00_435: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_435_sub.bin
  scene0733_00_810: FAIL
  scene0750_00_0: FAIL
  scene0749_00_2205: FAIL
scene0786_00_465: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_465_sub.bin
  scene0780_00_0: FAIL
  scene0756_00_255: FAIL
  scene0803_00_0: FAIL
scene0786_00_540: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_540_sub.bin
  scene0793_00_315: FAIL
  scene0711_00_0: FAIL
  scene0755_00_600: FAIL
scene0786_00_585: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_585_sub.bin
  scene0781_00_1620: FAIL
  scene0718_00_0: FAIL
  scene0787_00_2370: FAIL
scene0786_00_660: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_660_sub.bin
  scene0755_00_0: FAIL
  scene0786_00_0: 2.334884608673097 SUCCESS
scene0786_00_705: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_705_sub.bin
  scene0781_00_1215: FAIL
  scene0718_00_120: FAIL
  scene0805_00_645: FAIL
scene0786_00_735: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_735_sub.bin
  scene0746_00_165: FAIL
  scene0715_00_0: FAIL
  scene0780_00_840: FAIL
scene0786_00_750: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_750_sub.bin
  scene0718_00_120: FAIL
  scene0805_00_645: FAIL
  scene0791_00_0: FAIL
scene0786_00_795: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_795_sub.bin
  scene0781_00_1215: FAIL
  scene0770_00_1140: FAIL
  scene0783_00_0: FAIL
scene0786_00_825: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_825_sub.bin
  scene0787_00_1425: FAIL
  scene0734_00_1905: FAIL
  scene0776_00_570: FAIL
scene0786_00_915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_915_sub.bin
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
  scene0709_00_735: FAIL
scene0786_00_990: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_990_sub.bin
  scene0799_00_255: FAIL
  scene0760_00_0: FAIL
  scene0777_00_435: FAIL
scene0786_00_1050: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1050_sub.bin
  scene0802_00_930: FAIL
  scene0747_00_0: FAIL
  scene0770_00_870: FAIL
scene0786_00_1065: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1065_sub.bin
  scene0786_00_0: 0.2740606962524274 SUCCESS
scene0786_00_1095: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1095_sub.bin
  scene0789_00_0: FAIL
  scene0777_00_0: FAIL
  scene0782_00_0: FAIL
scene0786_00_1155: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1155_sub.bin
  scene0765_00_0: FAIL
  scene0766_00_150: FAIL
  scene0711_00_0: FAIL
scene0786_00_1185: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1185_sub.bin
  scene0791_00_0: FAIL
  scene0805_00_645: FAIL
  scene0760_00_0: FAIL
scene0786_00_1230: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1230_sub.bin
  scene0776_00_570: FAIL
  scene0734_00_1905: FAIL
  scene0787_00_1425: FAIL
scene0786_00_1275: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1275_sub.bin
  scene0805_00_645: FAIL
  scene0791_00_0: FAIL
  scene0781_00_1620: FAIL
scene0786_00_1320: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1320_sub.bin
  scene0761_00_2040: FAIL
  scene0796_00_615: FAIL
  scene0781_00_1620: FAIL
scene0786_00_1380: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1380_sub.bin
  scene0798_00_195: FAIL
  scene0795_00_0: FAIL
  scene0776_00_570: FAIL
scene0786_00_1425: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1425_sub.bin
  scene0793_00_0: FAIL
  scene0782_00_0: FAIL
  scene0717_00_150: FAIL
scene0786_00_1515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1515_sub.bin
  scene0778_00_0: FAIL
  scene0802_00_930: FAIL
  scene0733_00_1275: FAIL
scene0786_00_1590: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1590_sub.bin
  scene0758_00_0: FAIL
  scene0753_00_435: FAIL
  scene0799_00_645: FAIL
scene0786_00_1635: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1635_sub.bin
  scene0781_00_1620: FAIL
  scene0796_00_615: FAIL
  scene0791_00_0: FAIL
scene0786_00_1695: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1695_sub.bin
  scene0795_00_0: FAIL
  scene0802_00_375: FAIL
  scene0781_00_0: FAIL
scene0786_00_1725: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1725_sub.bin
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
  scene0781_00_555: FAIL
scene0786_00_1740: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0786_00/scene0786_00_1740_sub.bin
  scene0784_00_900: FAIL
  scene0781_00_555: FAIL
  scene0801_00_0: FAIL
scene0787_00_45: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_45_sub.bin
  scene0787_00_0: 0.8680060407860127 SUCCESS
scene0787_00_90: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_90_sub.bin
  scene0766_00_0: FAIL
  scene0743_00_0: FAIL
  scene0767_00_0: FAIL
scene0787_00_195: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_195_sub.bin
  scene0752_00_240: FAIL
  scene0725_00_0: FAIL
  scene0757_00_1590: FAIL
scene0787_00_255: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_255_sub.bin
  scene0803_00_990: FAIL
  scene0762_00_1020: FAIL
  scene0746_00_0: FAIL
scene0787_00_315: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_315_sub.bin
  scene0772_00_0: FAIL
  scene0755_00_3030: FAIL
  scene0731_00_0: FAIL
scene0787_00_360: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_360_sub.bin
  scene0728_00_0: FAIL
  scene0743_00_0: FAIL
  scene0735_00_0: FAIL
scene0787_00_435: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_435_sub.bin
  scene0753_00_795: FAIL
  scene0749_00_2010: FAIL
  scene0758_00_315: FAIL
scene0787_00_465: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_465_sub.bin
  scene0752_00_120: FAIL
  scene0797_00_525: FAIL
  scene0750_00_0: FAIL
scene0787_00_510: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_510_sub.bin
  scene0757_00_2535: FAIL
  scene0765_00_0: FAIL
  scene0777_00_0: FAIL
scene0787_00_555: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_555_sub.bin
  scene0757_00_0: FAIL
  scene0762_00_1020: FAIL
  scene0757_00_4050: FAIL
scene0787_00_615: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_615_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0762_00_1020: FAIL
scene0787_00_675: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_675_sub.bin
  scene0745_00_660: FAIL
  scene0726_00_0: FAIL
  scene0723_00_0: FAIL
scene0787_00_735: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_735_sub.bin
  scene0743_00_0: FAIL
  scene0728_00_0: FAIL
  scene0766_00_0: FAIL
scene0787_00_780: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_780_sub.bin
  scene0757_00_4050: FAIL
  scene0739_00_0: FAIL
  scene0792_00_0: FAIL
scene0787_00_825: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_825_sub.bin
  scene0780_00_0: FAIL
  scene0733_00_1275: FAIL
  scene0757_00_1140: FAIL
scene0787_00_900: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_900_sub.bin
  scene0780_00_0: FAIL
  scene0749_00_2010: FAIL
  scene0758_00_315: FAIL
scene0787_00_960: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_960_sub.bin
  scene0749_00_2010: FAIL
  scene0780_00_0: FAIL
  scene0758_00_315: FAIL
scene0787_00_1080: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1080_sub.bin
  scene0740_00_525: FAIL
  scene0754_00_2550: FAIL
  scene0761_00_2595: FAIL
scene0787_00_1185: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1185_sub.bin
  scene0803_00_0: FAIL
  scene0790_00_570: FAIL
  scene0775_00_915: FAIL
scene0787_00_1215: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1215_sub.bin
  scene0775_00_915: FAIL
  scene0749_00_2010: FAIL
  scene0717_00_150: FAIL
scene0787_00_1245: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1245_sub.bin
  scene0793_00_630: FAIL
  scene0750_00_0: FAIL
  scene0768_00_0: FAIL
scene0787_00_1290: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1290_sub.bin
  scene0708_00_0: FAIL
  scene0733_00_1275: FAIL
  scene0752_00_0: FAIL
scene0787_00_1365: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1365_sub.bin
  scene0741_00_0: FAIL
  scene0787_00_0: 3.5265284571918283 FAIL
  scene0797_00_525: FAIL
scene0787_00_1410: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1410_sub.bin
  scene0777_00_975: FAIL
  scene0724_00_0: FAIL
  scene0736_00_0: FAIL
scene0787_00_1515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1515_sub.bin
  scene0752_00_120: FAIL
  scene0784_00_900: FAIL
  scene0740_00_0: FAIL
scene0787_00_1590: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1590_sub.bin
  scene0785_00_0: FAIL
  scene0795_00_0: FAIL
  scene0752_00_120: FAIL
scene0787_00_1665: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1665_sub.bin
  scene0744_00_0: FAIL
  scene0757_00_1140: FAIL
  scene0756_00_255: FAIL
scene0787_00_1695: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1695_sub.bin
  scene0744_00_0: FAIL
  scene0710_00_1425: FAIL
  scene0756_00_255: FAIL
scene0787_00_1710: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1710_sub.bin
  scene0747_00_3240: FAIL
  scene0806_00_0: FAIL
  scene0788_00_180: FAIL
scene0787_00_1755: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1755_sub.bin
  scene0733_00_0: FAIL
  scene0787_00_2370: 1.9138652095879296 SUCCESS
scene0787_00_1785: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1785_sub.bin
  scene0748_00_135: FAIL
  scene0791_00_1290: FAIL
  scene0718_00_270: FAIL
scene0787_00_1815: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1815_sub.bin
  scene0718_00_195: FAIL
  scene0714_00_255: FAIL
  scene0748_00_135: FAIL
scene0787_00_1860: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1860_sub.bin
  scene0741_00_0: FAIL
  scene0725_00_0: FAIL
  scene0747_00_105: FAIL
scene0787_00_1905: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1905_sub.bin
  scene0757_00_0: FAIL
  scene0757_00_4050: FAIL
  scene0762_00_1020: FAIL
scene0787_00_1965: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_1965_sub.bin
  scene0757_00_1140: FAIL
  scene0758_00_315: FAIL
  scene0744_00_0: FAIL
scene0787_00_2025: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2025_sub.bin
  scene0775_00_915: FAIL
  scene0781_00_0: FAIL
  scene0790_00_0: FAIL
scene0787_00_2070: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2070_sub.bin
  scene0781_00_0: FAIL
  scene0785_00_1035: FAIL
  scene0803_00_0: FAIL
scene0787_00_2100: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2100_sub.bin
  scene0804_00_0: FAIL
  scene0784_00_900: FAIL
  scene0760_00_420: FAIL
scene0787_00_2175: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2175_sub.bin
  scene0765_00_0: FAIL
  scene0721_00_840: FAIL
  scene0716_00_570: FAIL
scene0787_00_2220: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2220_sub.bin
  scene0772_00_435: FAIL
  scene0799_00_645: FAIL
  scene0802_00_930: FAIL
scene0787_00_2265: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2265_sub.bin
  scene0718_00_120: FAIL
  scene0791_00_0: FAIL
  scene0786_00_0: FAIL
scene0787_00_2310: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2310_sub.bin
  scene0791_00_0: FAIL
  scene0800_00_375: FAIL
  scene0776_00_2640: FAIL
scene0787_00_2340: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2340_sub.bin
  scene0791_00_0: FAIL
  scene0714_00_0: FAIL
  scene0800_00_375: FAIL
scene0787_00_2400: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2400_sub.bin
  scene0716_00_180: FAIL
  scene0715_00_0: FAIL
  scene0746_00_165: FAIL
scene0787_00_2460: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2460_sub.bin
  scene0780_00_0: FAIL
  scene0790_00_0: FAIL
  scene0756_00_255: FAIL
scene0787_00_2505: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2505_sub.bin
  scene0708_00_0: FAIL
  scene0790_00_0: FAIL
  scene0733_00_1275: FAIL
scene0787_00_2565: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2565_sub.bin
  scene0787_00_1425: 4.08610087817408 FAIL
  scene0716_00_270: FAIL
  scene0734_00_1905: FAIL
scene0787_00_2640: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2640_sub.bin
  scene0763_00_0: FAIL
  scene0745_00_660: FAIL
  scene0723_00_0: FAIL
scene0787_00_2715: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2715_sub.bin
  scene0803_00_0: FAIL
  scene0733_00_810: FAIL
  scene0769_00_0: FAIL
scene0787_00_2760: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0787_00/scene0787_00_2760_sub.bin
  scene0803_00_990: FAIL
