scene0707_00_60: scans/scene0707_00/pnvlad_pcd/scene0707_00_60_sub.bin
scene0784_00_3615: scans/scene0784_00/pnvlad_pcd/scene0784_00_3615_sub.bin
--scene0767_00_0: FAIL
--scene0753_00_0: FAIL
--scene0731_00_0: FAIL
scene0784_00_3690: scans/scene0784_00/pnvlad_pcd/scene0784_00_3690_sub.bin
--scene0707_00_0: FAIL
--scene0746_00_165: FAIL
--scene0717_00_150: FAIL
scene0784_00_3840: scans/scene0784_00/pnvlad_pcd/scene0784_00_3840_sub.bin
--scene0767_00_0: FAIL
--scene0735_00_0: FAIL
--scene0778_00_0: FAIL
scene0784_00_3885: scans/scene0784_00/pnvlad_pcd/scene0784_00_3885_sub.bin
--scene0722_00_0: FAIL
--scene0731_00_0: FAIL
--scene0707_00_0: FAIL
scene0784_00_4050: scans/scene0784_00/pnvlad_pcd/scene0784_00_4050_sub.bin
--scene0786_00_0: FAIL
--scene0788_00_0: FAIL
--scene0707_00_240: FAIL
scene0784_00_4095: scans/scene0784_00/pnvlad_pcd/scene0784_00_4095_sub.bin
--scene0747_00_2325: FAIL
--scene0758_00_0: FAIL
--scene0713_00_0: FAIL
scene0784_00_4140: scans/scene0784_00/pnvlad_pcd/scene0784_00_4140_sub.bin
--scene0803_00_990: FAIL
--scene0787_00_1005: FAIL
--scene0763_00_0: FAIL
scene0784_00_4365: scans/scene0784_00/pnvlad_pcd/scene0784_00_4365_sub.bin
--scene0743_00_0: FAIL
--scene0752_00_120: FAIL
--scene0763_00_0: FAIL
scene0784_00_4395: scans/scene0784_00/pnvlad_pcd/scene0784_00_4395_sub.bin
--scene0735_00_0: FAIL
--scene0763_00_0: FAIL
--scene0707_00_0: FAIL
scene0784_00_4590: scans/scene0784_00/pnvlad_pcd/scene0784_00_4590_sub.bin
--scene0753_00_795: FAIL
--scene0775_00_915: FAIL
--scene0716_00_480: FAIL
scene0784_00_4665: scans/scene0784_00/pnvlad_pcd/scene0784_00_4665_sub.bin
--scene0785_00_735: FAIL
--scene0712_00_0: FAIL
--scene0735_00_0: FAIL
scene0784_00_4755: scans/scene0784_00/pnvlad_pcd/scene0784_00_4755_sub.bin
--scene0784_00_0: 4.676670705276639 FAIL
--scene0744_00_765: FAIL
--scene0746_00_165: FAIL
scene0784_00_4815: scans/scene0784_00/pnvlad_pcd/scene0784_00_4815_sub.bin
--scene0746_00_165: FAIL
--scene0738_00_0: FAIL
--scene0725_00_0: FAIL
scene0784_00_4860: scans/scene0784_00/pnvlad_pcd/scene0784_00_4860_sub.bin
--scene0803_00_990: FAIL
--scene0736_00_0: FAIL
--scene0763_00_0: FAIL
scene0784_00_4890: scans/scene0784_00/pnvlad_pcd/scene0784_00_4890_sub.bin
--scene0744_00_765: FAIL
--scene0746_00_0: FAIL
--scene0790_00_570: FAIL
scene0785_00_135: scans/scene0785_00/pnvlad_pcd/scene0785_00_135_sub.bin
--scene0803_00_990: FAIL
--scene0725_00_0: FAIL
--scene0785_00_0: 0.2552981133034334 SUCCESS
scene0785_00_165: scans/scene0785_00/pnvlad_pcd/scene0785_00_165_sub.bin
--scene0716_00_480: FAIL
--scene0744_00_765: FAIL
--scene0753_00_0: FAIL
scene0785_00_210: scans/scene0785_00/pnvlad_pcd/scene0785_00_210_sub.bin
--scene0720_00_0: FAIL
--scene0797_00_0: FAIL
--scene0725_00_0: FAIL
scene0785_00_270: scans/scene0785_00/pnvlad_pcd/scene0785_00_270_sub.bin
--scene0784_00_900: FAIL
--scene0785_00_1035: 4.219735435293194 FAIL
--scene0757_00_1140: FAIL
scene0785_00_330: scans/scene0785_00/pnvlad_pcd/scene0785_00_330_sub.bin
--scene0780_00_1215: FAIL
--scene0803_00_990: FAIL
--scene0733_00_810: FAIL
scene0785_00_390: scans/scene0785_00/pnvlad_pcd/scene0785_00_390_sub.bin
--scene0784_00_900: FAIL
--scene0785_00_1035: 3.9043891832344975 FAIL
--scene0725_00_0: FAIL
scene0785_00_480: scans/scene0785_00/pnvlad_pcd/scene0785_00_480_sub.bin
--scene0752_00_120: FAIL
--scene0736_00_0: FAIL
--scene0785_00_735: 1.3840613905421577 SUCCESS
scene0785_00_555: scans/scene0785_00/pnvlad_pcd/scene0785_00_555_sub.bin
--scene0748_00_0: FAIL
--scene0754_00_0: FAIL
--scene0738_00_0: FAIL
scene0785_00_600: scans/scene0785_00/pnvlad_pcd/scene0785_00_600_sub.bin
--scene0784_00_900: FAIL
--scene0720_00_0: FAIL
--scene0736_00_0: FAIL
scene0785_00_645: scans/scene0785_00/pnvlad_pcd/scene0785_00_645_sub.bin
--scene0785_00_1035: 3.9461328257274184 FAIL
--scene0746_00_165: FAIL
--scene0761_00_2595: FAIL
scene0785_00_750: scans/scene0785_00/pnvlad_pcd/scene0785_00_750_sub.bin
--scene0734_00_1155: FAIL
--scene0738_00_0: FAIL
--scene0722_00_0: FAIL
scene0785_00_825: scans/scene0785_00/pnvlad_pcd/scene0785_00_825_sub.bin
--scene0747_00_2325: FAIL
--scene0763_00_0: FAIL
--scene0761_00_2595: FAIL
scene0785_00_900: scans/scene0785_00/pnvlad_pcd/scene0785_00_900_sub.bin
--scene0725_00_0: FAIL
--scene0768_00_1095: FAIL
--scene0746_00_165: FAIL
scene0785_00_915: scans/scene0785_00/pnvlad_pcd/scene0785_00_915_sub.bin
--scene0761_00_0: FAIL
--scene0738_00_0: FAIL
--scene0757_00_1590: FAIL
scene0785_00_960: scans/scene0785_00/pnvlad_pcd/scene0785_00_960_sub.bin
--scene0752_00_240: FAIL
--scene0785_00_0: 5.0112167769181095 FAIL
--scene0736_00_4260: FAIL
scene0785_00_990: scans/scene0785_00/pnvlad_pcd/scene0785_00_990_sub.bin
--scene0780_00_1215: FAIL
--scene0785_00_1035: 1.13053004357957 SUCCESS
scene0785_00_1095: scans/scene0785_00/pnvlad_pcd/scene0785_00_1095_sub.bin
--scene0785_00_1035: 0.7057571941777279 SUCCESS
scene0785_00_1155: scans/scene0785_00/pnvlad_pcd/scene0785_00_1155_sub.bin
--scene0757_00_1590: FAIL
--scene0738_00_0: FAIL
--scene0782_00_885: FAIL
scene0785_00_1230: scans/scene0785_00/pnvlad_pcd/scene0785_00_1230_sub.bin
--scene0725_00_0: FAIL
--scene0754_00_0: FAIL
--scene0747_00_0: FAIL
scene0785_00_1335: scans/scene0785_00/pnvlad_pcd/scene0785_00_1335_sub.bin
--scene0784_00_900: FAIL
--scene0707_00_0: FAIL
--scene0747_00_2325: FAIL
scene0785_00_1410: scans/scene0785_00/pnvlad_pcd/scene0785_00_1410_sub.bin
--scene0754_00_0: FAIL
--scene0720_00_0: FAIL
--scene0746_00_0: FAIL
scene0785_00_1545: scans/scene0785_00/pnvlad_pcd/scene0785_00_1545_sub.bin
--scene0757_00_1590: FAIL
--scene0722_00_0: FAIL
--scene0758_00_0: FAIL
scene0785_00_1830: scans/scene0785_00/pnvlad_pcd/scene0785_00_1830_sub.bin
--scene0737_00_0: FAIL
--scene0784_00_0: FAIL
--scene0802_00_930: FAIL
scene0785_00_1875: scans/scene0785_00/pnvlad_pcd/scene0785_00_1875_sub.bin
--scene0733_00_1275: FAIL
--scene0754_00_0: FAIL
--scene0805_00_645: FAIL
scene0785_00_1905: scans/scene0785_00/pnvlad_pcd/scene0785_00_1905_sub.bin
--scene0748_00_0: FAIL
--scene0785_00_0: 0.3110940238872044 SUCCESS
scene0785_00_2070: scans/scene0785_00/pnvlad_pcd/scene0785_00_2070_sub.bin
--scene0801_00_0: FAIL
--scene0709_00_0: FAIL
--scene0757_00_1590: FAIL
scene0785_00_2115: scans/scene0785_00/pnvlad_pcd/scene0785_00_2115_sub.bin
--scene0707_00_0: FAIL
--scene0738_00_0: FAIL
--scene0785_00_1035: 3.5428308867692158 FAIL
scene0785_00_2175: scans/scene0785_00/pnvlad_pcd/scene0785_00_2175_sub.bin
--scene0797_00_255: FAIL
--scene0722_00_0: FAIL
--scene0708_00_0: FAIL
scene0785_00_2205: scans/scene0785_00/pnvlad_pcd/scene0785_00_2205_sub.bin
--scene0725_00_0: FAIL
--scene0785_00_1035: 1.547767962742075 SUCCESS
scene0785_00_2250: scans/scene0785_00/pnvlad_pcd/scene0785_00_2250_sub.bin
--scene0725_00_0: FAIL
--scene0753_00_0: FAIL
--scene0720_00_0: FAIL
scene0785_00_2310: scans/scene0785_00/pnvlad_pcd/scene0785_00_2310_sub.bin
--scene0735_00_0: FAIL
--scene0763_00_0: FAIL
--scene0731_00_0: FAIL
scene0785_00_2445: scans/scene0785_00/pnvlad_pcd/scene0785_00_2445_sub.bin
--scene0785_00_1035: 0.8184635876252706 SUCCESS
scene0785_00_2475: scans/scene0785_00/pnvlad_pcd/scene0785_00_2475_sub.bin
--scene0785_00_1035: 1.4604492852949418 SUCCESS
scene0785_00_2505: scans/scene0785_00/pnvlad_pcd/scene0785_00_2505_sub.bin
--scene0767_00_0: FAIL
--scene0736_00_0: FAIL
--scene0803_00_990: FAIL
scene0785_00_2535: scans/scene0785_00/pnvlad_pcd/scene0785_00_2535_sub.bin
--scene0752_00_120: FAIL
--scene0803_00_990: FAIL
--scene0720_00_0: FAIL
scene0785_00_2595: scans/scene0785_00/pnvlad_pcd/scene0785_00_2595_sub.bin
--scene0734_00_1155: FAIL
--scene0725_00_0: FAIL
--scene0768_00_1095: FAIL
scene0785_00_2715: scans/scene0785_00/pnvlad_pcd/scene0785_00_2715_sub.bin
--scene0736_00_0: FAIL
--scene0790_00_570: FAIL
--scene0753_00_0: FAIL
scene0785_00_2730: scans/scene0785_00/pnvlad_pcd/scene0785_00_2730_sub.bin
--scene0803_00_990: FAIL
--scene0736_00_0: FAIL
--scene0785_00_735: 2.416737784231618 SUCCESS
scene0785_00_2775: scans/scene0785_00/pnvlad_pcd/scene0785_00_2775_sub.bin
--scene0790_00_570: FAIL
--scene0797_00_0: FAIL
--scene0757_00_1590: FAIL
scene0785_00_2820: scans/scene0785_00/pnvlad_pcd/scene0785_00_2820_sub.bin
--scene0785_00_1035: 1.996334656035234 SUCCESS
scene0785_00_2895: scans/scene0785_00/pnvlad_pcd/scene0785_00_2895_sub.bin
--scene0731_00_0: FAIL
--scene0767_00_0: FAIL
--scene0801_00_0: FAIL
scene0785_00_3000: scans/scene0785_00/pnvlad_pcd/scene0785_00_3000_sub.bin
--scene0719_00_345: FAIL
--scene0785_00_735: 3.1885921954510477 FAIL
--scene0735_00_0: FAIL
scene0785_00_3030: scans/scene0785_00/pnvlad_pcd/scene0785_00_3030_sub.bin
--scene0738_00_0: FAIL
--scene0720_00_0: FAIL
--scene0725_00_0: FAIL
scene0785_00_3105: scans/scene0785_00/pnvlad_pcd/scene0785_00_3105_sub.bin
--scene0735_00_0: FAIL
--scene0754_00_2550: FAIL
--scene0762_00_1020: FAIL
scene0785_00_3255: scans/scene0785_00/pnvlad_pcd/scene0785_00_3255_sub.bin
--scene0803_00_990: FAIL
--scene0731_00_0: FAIL
--scene0728_00_0: FAIL
scene0785_00_3285: scans/scene0785_00/pnvlad_pcd/scene0785_00_3285_sub.bin
--scene0717_00_150: FAIL
--scene0785_00_1035: 3.6053939501590397 FAIL
--scene0788_00_0: FAIL
scene0785_00_3315: scans/scene0785_00/pnvlad_pcd/scene0785_00_3315_sub.bin
--scene0731_00_0: FAIL
--scene0752_00_120: FAIL
--scene0720_00_0: FAIL
scene0785_00_3375: scans/scene0785_00/pnvlad_pcd/scene0785_00_3375_sub.bin
--scene0760_00_0: FAIL
--scene0785_00_735: 0.8764199924984376 SUCCESS
scene0785_00_3405: scans/scene0785_00/pnvlad_pcd/scene0785_00_3405_sub.bin
--scene0785_00_1035: 3.6770100008149433 FAIL
--scene0728_00_0: FAIL
--scene0758_00_0: FAIL
scene0785_00_3450: scans/scene0785_00/pnvlad_pcd/scene0785_00_3450_sub.bin
--scene0757_00_1590: FAIL
--scene0717_00_150: FAIL
--scene0720_00_0: FAIL
scene0785_00_3480: scans/scene0785_00/pnvlad_pcd/scene0785_00_3480_sub.bin
--scene0736_00_0: FAIL
--scene0725_00_0: FAIL
--scene0757_00_1590: FAIL
scene0785_00_3555: scans/scene0785_00/pnvlad_pcd/scene0785_00_3555_sub.bin
--scene0761_00_2595: FAIL
--scene0721_00_1200: FAIL
--scene0746_00_0: FAIL
scene0785_00_3600: scans/scene0785_00/pnvlad_pcd/scene0785_00_3600_sub.bin
--scene0752_00_120: FAIL
--scene0747_00_240: FAIL
--scene0761_00_2595: FAIL
scene0785_00_3660: scans/scene0785_00/pnvlad_pcd/scene0785_00_3660_sub.bin
--scene0760_00_0: FAIL
--scene0737_00_0: FAIL
--scene0761_00_2595: FAIL
scene0785_00_3735: scans/scene0785_00/pnvlad_pcd/scene0785_00_3735_sub.bin
--scene0752_00_120: FAIL
--scene0793_00_1245: FAIL
--scene0747_00_0: FAIL
scene0785_00_3795: scans/scene0785_00/pnvlad_pcd/scene0785_00_3795_sub.bin
--scene0774_00_210: FAIL
--scene0752_00_120: FAIL
--scene0786_00_0: FAIL
scene0785_00_3810: scans/scene0785_00/pnvlad_pcd/scene0785_00_3810_sub.bin
--scene0752_00_120: FAIL
--scene0752_00_240: FAIL
--scene0736_00_0: FAIL
scene0785_00_3870: scans/scene0785_00/pnvlad_pcd/scene0785_00_3870_sub.bin
--scene0752_00_120: FAIL
--scene0783_00_0: FAIL
--scene0746_00_0: FAIL
scene0785_00_3885: scans/scene0785_00/pnvlad_pcd/scene0785_00_3885_sub.bin
--scene0784_00_900: FAIL
--scene0752_00_120: FAIL
--scene0757_00_1590: FAIL
scene0785_00_3915: scans/scene0785_00/pnvlad_pcd/scene0785_00_3915_sub.bin
--scene0746_00_0: FAIL
--scene0752_00_120: FAIL
--scene0757_00_1140: FAIL
scene0785_00_3945: scans/scene0785_00/pnvlad_pcd/scene0785_00_3945_sub.bin
--scene0720_00_0: FAIL
--scene0785_00_1035: 3.292963835674297 FAIL
--scene0781_00_0: FAIL
scene0786_00_60: scans/scene0786_00/pnvlad_pcd/scene0786_00_60_sub.bin
--scene0782_00_885: FAIL
--scene0757_00_1140: FAIL
--scene0787_00_0: FAIL
scene0786_00_90: scans/scene0786_00/pnvlad_pcd/scene0786_00_90_sub.bin
--scene0782_00_885: FAIL
--scene0774_00_0: FAIL
--scene0786_00_0: 1.4886279495189843 SUCCESS
scene0786_00_120: scans/scene0786_00/pnvlad_pcd/scene0786_00_120_sub.bin
--scene0776_00_570: FAIL
--scene0716_00_180: FAIL
--scene0785_00_1035: FAIL
scene0786_00_240: scans/scene0786_00/pnvlad_pcd/scene0786_00_240_sub.bin
--scene0786_00_0: 2.5588428483047916 SUCCESS
scene0786_00_330: scans/scene0786_00/pnvlad_pcd/scene0786_00_330_sub.bin
--scene0780_00_1215: FAIL
--scene0785_00_1035: FAIL
--scene0742_00_0: FAIL
scene0786_00_405: scans/scene0786_00/pnvlad_pcd/scene0786_00_405_sub.bin
--scene0716_00_480: FAIL
--scene0722_00_0: FAIL
--scene0725_00_0: FAIL
scene0786_00_435: scans/scene0786_00/pnvlad_pcd/scene0786_00_435_sub.bin
--scene0761_00_2595: FAIL
--scene0733_00_810: FAIL
--scene0790_00_570: FAIL
scene0786_00_465: scans/scene0786_00/pnvlad_pcd/scene0786_00_465_sub.bin
--scene0721_00_1200: FAIL
--scene0720_00_0: FAIL
--scene0757_00_1140: FAIL
scene0786_00_540: scans/scene0786_00/pnvlad_pcd/scene0786_00_540_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1590: FAIL
--scene0785_00_1035: FAIL
scene0786_00_585: scans/scene0786_00/pnvlad_pcd/scene0786_00_585_sub.bin
--scene0787_00_0: FAIL
--scene0772_00_720: FAIL
--scene0744_00_765: FAIL
scene0786_00_660: scans/scene0786_00/pnvlad_pcd/scene0786_00_660_sub.bin
--scene0784_00_0: FAIL
--scene0761_00_0: FAIL
--scene0746_00_165: FAIL
scene0786_00_705: scans/scene0786_00/pnvlad_pcd/scene0786_00_705_sub.bin
--scene0791_00_0: FAIL
--scene0776_00_570: FAIL
--scene0783_00_0: FAIL
scene0786_00_735: scans/scene0786_00/pnvlad_pcd/scene0786_00_735_sub.bin
--scene0717_00_0: FAIL
--scene0772_00_720: FAIL
--scene0760_00_420: FAIL
scene0786_00_750: scans/scene0786_00/pnvlad_pcd/scene0786_00_750_sub.bin
--scene0746_00_0: FAIL
--scene0737_00_0: FAIL
--scene0757_00_1590: FAIL
scene0786_00_795: scans/scene0786_00/pnvlad_pcd/scene0786_00_795_sub.bin
--scene0783_00_0: FAIL
--scene0802_00_930: FAIL
--scene0782_00_885: FAIL
scene0786_00_825: scans/scene0786_00/pnvlad_pcd/scene0786_00_825_sub.bin
--scene0761_00_2040: FAIL
--scene0783_00_0: FAIL
--scene0777_00_435: FAIL
scene0786_00_915: scans/scene0786_00/pnvlad_pcd/scene0786_00_915_sub.bin
--scene0756_00_1650: FAIL
--scene0709_00_735: FAIL
--scene0757_00_1140: FAIL
scene0786_00_990: scans/scene0786_00/pnvlad_pcd/scene0786_00_990_sub.bin
--scene0757_00_1590: FAIL
--scene0755_00_0: FAIL
--scene0806_00_0: FAIL
scene0786_00_1050: scans/scene0786_00/pnvlad_pcd/scene0786_00_1050_sub.bin
--scene0757_00_1140: FAIL
--scene0719_00_345: FAIL
--scene0709_00_0: FAIL
scene0786_00_1065: scans/scene0786_00/pnvlad_pcd/scene0786_00_1065_sub.bin
--scene0801_00_0: FAIL
--scene0776_00_570: FAIL
--scene0786_00_0: 0.2740606962524274 SUCCESS
scene0786_00_1095: scans/scene0786_00/pnvlad_pcd/scene0786_00_1095_sub.bin
--scene0735_00_0: FAIL
--scene0801_00_0: FAIL
--scene0757_00_0: FAIL
scene0786_00_1155: scans/scene0786_00/pnvlad_pcd/scene0786_00_1155_sub.bin
--scene0757_00_1590: FAIL
--scene0781_00_0: FAIL
--scene0738_00_0: FAIL
scene0786_00_1185: scans/scene0786_00/pnvlad_pcd/scene0786_00_1185_sub.bin
--scene0784_00_0: FAIL
--scene0725_00_0: FAIL
--scene0777_00_975: FAIL
scene0786_00_1230: scans/scene0786_00/pnvlad_pcd/scene0786_00_1230_sub.bin
--scene0784_00_0: FAIL
--scene0752_00_120: FAIL
--scene0715_00_0: FAIL
scene0786_00_1275: scans/scene0786_00/pnvlad_pcd/scene0786_00_1275_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1140: FAIL
--scene0787_00_0: FAIL
scene0786_00_1320: scans/scene0786_00/pnvlad_pcd/scene0786_00_1320_sub.bin
--scene0757_00_1590: FAIL
--scene0718_00_0: FAIL
--scene0708_00_0: FAIL
scene0786_00_1380: scans/scene0786_00/pnvlad_pcd/scene0786_00_1380_sub.bin
--scene0776_00_570: FAIL
--scene0707_00_0: FAIL
--scene0711_00_0: FAIL
scene0786_00_1425: scans/scene0786_00/pnvlad_pcd/scene0786_00_1425_sub.bin
--scene0757_00_0: FAIL
--scene0774_00_0: FAIL
--scene0757_00_1590: FAIL
scene0786_00_1515: scans/scene0786_00/pnvlad_pcd/scene0786_00_1515_sub.bin
--scene0738_00_0: FAIL
--scene0760_00_0: FAIL
--scene0776_00_570: FAIL
scene0786_00_1590: scans/scene0786_00/pnvlad_pcd/scene0786_00_1590_sub.bin
--scene0758_00_315: FAIL
--scene0709_00_735: FAIL
--scene0760_00_0: FAIL
scene0786_00_1635: scans/scene0786_00/pnvlad_pcd/scene0786_00_1635_sub.bin
--scene0760_00_0: FAIL
--scene0782_00_885: FAIL
--scene0747_00_105: FAIL
scene0786_00_1695: scans/scene0786_00/pnvlad_pcd/scene0786_00_1695_sub.bin
--scene0757_00_1590: FAIL
--scene0757_00_1140: FAIL
--scene0733_00_0: FAIL
scene0786_00_1725: scans/scene0786_00/pnvlad_pcd/scene0786_00_1725_sub.bin
--scene0759_00_195: FAIL
--scene0760_00_0: FAIL
--scene0757_00_1140: FAIL
scene0786_00_1740: scans/scene0786_00/pnvlad_pcd/scene0786_00_1740_sub.bin
--scene0759_00_195: FAIL
--scene0760_00_0: FAIL
--scene0744_00_765: FAIL
scene0787_00_45: scans/scene0787_00/pnvlad_pcd/scene0787_00_45_sub.bin
--scene0725_00_0: FAIL
--scene0745_00_0: FAIL
--scene0757_00_1590: FAIL
scene0787_00_90: scans/scene0787_00/pnvlad_pcd/scene0787_00_90_sub.bin
--scene0734_00_1155: FAIL
--scene0790_00_570: FAIL
--scene0757_00_2535: FAIL
scene0787_00_195: scans/scene0787_00/pnvlad_pcd/scene0787_00_195_sub.bin
--scene0731_00_0: FAIL
--scene0787_00_1005: 4.415619672311733 FAIL
--scene0797_00_0: FAIL
scene0787_00_255: scans/scene0787_00/pnvlad_pcd/scene0787_00_255_sub.bin
--scene0736_00_4260: FAIL
--scene0748_00_0: FAIL
--scene0785_00_735: FAIL
scene0787_00_315: scans/scene0787_00/pnvlad_pcd/scene0787_00_315_sub.bin
--scene0752_00_120: FAIL
--scene0761_00_2595: FAIL
--scene0736_00_0: FAIL
scene0787_00_360: scans/scene0787_00/pnvlad_pcd/scene0787_00_360_sub.bin
--scene0738_00_0: FAIL
--scene0748_00_0: FAIL
--scene0720_00_0: FAIL
scene0787_00_435: scans/scene0787_00/pnvlad_pcd/scene0787_00_435_sub.bin
--scene0785_00_1035: FAIL
--scene0707_00_0: FAIL
--scene0734_00_1155: FAIL
scene0787_00_465: scans/scene0787_00/pnvlad_pcd/scene0787_00_465_sub.bin
--scene0775_00_450: FAIL
--scene0774_00_0: FAIL
--scene0766_00_150: FAIL
scene0787_00_510: scans/scene0787_00/pnvlad_pcd/scene0787_00_510_sub.bin
--scene0803_00_990: FAIL
--scene0746_00_0: FAIL
--scene0753_00_435: FAIL
scene0787_00_555: scans/scene0787_00/pnvlad_pcd/scene0787_00_555_sub.bin
--scene0787_00_0: 1.1223938880989923 SUCCESS
scene0787_00_615: scans/scene0787_00/pnvlad_pcd/scene0787_00_615_sub.bin
--scene0757_00_1590: FAIL
--scene0787_00_0: 2.0039967682486326 SUCCESS
scene0787_00_675: scans/scene0787_00/pnvlad_pcd/scene0787_00_675_sub.bin
--scene0725_00_0: FAIL
--scene0790_00_570: FAIL
--scene0787_00_1005: 0.7895197433191941 SUCCESS
scene0787_00_735: scans/scene0787_00/pnvlad_pcd/scene0787_00_735_sub.bin
--scene0761_00_2595: FAIL
--scene0790_00_570: FAIL
--scene0720_00_0: FAIL
scene0787_00_780: scans/scene0787_00/pnvlad_pcd/scene0787_00_780_sub.bin
--scene0746_00_0: FAIL
--scene0790_00_570: FAIL
--scene0748_00_0: FAIL
scene0787_00_825: scans/scene0787_00/pnvlad_pcd/scene0787_00_825_sub.bin
--scene0784_00_900: FAIL
--scene0725_00_0: FAIL
--scene0768_00_1095: FAIL
scene0787_00_900: scans/scene0787_00/pnvlad_pcd/scene0787_00_900_sub.bin
--scene0746_00_0: FAIL
--scene0736_00_4260: FAIL
--scene0787_00_1005: 1.1201753680696325 SUCCESS
scene0787_00_960: scans/scene0787_00/pnvlad_pcd/scene0787_00_960_sub.bin
--scene0790_00_570: FAIL
--scene0757_00_2535: FAIL
--scene0775_00_450: FAIL
scene0787_00_1080: scans/scene0787_00/pnvlad_pcd/scene0787_00_1080_sub.bin
--scene0784_00_900: FAIL
--scene0720_00_0: FAIL
--scene0747_00_2325: FAIL
scene0787_00_1185: scans/scene0787_00/pnvlad_pcd/scene0787_00_1185_sub.bin
--scene0775_00_450: FAIL
--scene0746_00_0: FAIL
--scene0790_00_570: FAIL
scene0787_00_1215: scans/scene0787_00/pnvlad_pcd/scene0787_00_1215_sub.bin
--scene0775_00_450: FAIL
--scene0747_00_2325: FAIL
--scene0725_00_0: FAIL
scene0787_00_1245: scans/scene0787_00/pnvlad_pcd/scene0787_00_1245_sub.bin
--scene0761_00_2595: FAIL
--scene0797_00_0: FAIL
--scene0725_00_0: FAIL
scene0787_00_1290: scans/scene0787_00/pnvlad_pcd/scene0787_00_1290_sub.bin
--scene0720_00_0: FAIL
--scene0746_00_0: FAIL
--scene0736_00_4260: FAIL
scene0787_00_1365: scans/scene0787_00/pnvlad_pcd/scene0787_00_1365_sub.bin
--scene0717_00_150: FAIL
--scene0767_00_0: FAIL
--scene0725_00_0: FAIL
scene0787_00_1410: scans/scene0787_00/pnvlad_pcd/scene0787_00_1410_sub.bin
--scene0790_00_570: FAIL
--scene0785_00_1035: FAIL
--scene0780_00_0: FAIL
scene0787_00_1515: scans/scene0787_00/pnvlad_pcd/scene0787_00_1515_sub.bin
--scene0761_00_2595: FAIL
--scene0763_00_0: FAIL
--scene0746_00_0: FAIL
scene0787_00_1590: scans/scene0787_00/pnvlad_pcd/scene0787_00_1590_sub.bin
--scene0790_00_570: FAIL
--scene0721_00_1200: FAIL
--scene0720_00_0: FAIL
scene0787_00_1665: scans/scene0787_00/pnvlad_pcd/scene0787_00_1665_sub.bin
--scene0763_00_0: FAIL
--scene0797_00_0: FAIL
--scene0748_00_0: FAIL
scene0787_00_1695: scans/scene0787_00/pnvlad_pcd/scene0787_00_1695_sub.bin
--scene0787_00_0: 3.7554913128521417 FAIL
--scene0747_00_2325: FAIL
--scene0738_00_0: FAIL
scene0787_00_1710: scans/scene0787_00/pnvlad_pcd/scene0787_00_1710_sub.bin
--scene0734_00_0: FAIL
--scene0795_00_0: FAIL
--scene0806_00_0: FAIL
scene0787_00_1755: scans/scene0787_00/pnvlad_pcd/scene0787_00_1755_sub.bin
--scene0756_00_1650: FAIL
--scene0795_00_0: FAIL
--scene0738_00_465: FAIL
scene0787_00_1785: scans/scene0787_00/pnvlad_pcd/scene0787_00_1785_sub.bin
--scene0795_00_0: FAIL
--scene0760_00_0: FAIL
--scene0752_00_120: FAIL
scene0787_00_1815: scans/scene0787_00/pnvlad_pcd/scene0787_00_1815_sub.bin
--scene0793_00_1035: FAIL
--scene0753_00_435: FAIL
--scene0746_00_0: FAIL
scene0787_00_1860: scans/scene0787_00/pnvlad_pcd/scene0787_00_1860_sub.bin
--scene0761_00_2595: FAIL
--scene0802_00_930: FAIL
--scene0761_00_2040: FAIL
scene0787_00_1905: scans/scene0787_00/pnvlad_pcd/scene0787_00_1905_sub.bin
--scene0768_00_1095: FAIL
--scene0775_00_450: FAIL
--scene0725_00_0: FAIL
scene0787_00_1965: scans/scene0787_00/pnvlad_pcd/scene0787_00_1965_sub.bin
--scene0736_00_0: FAIL
--scene0725_00_0: FAIL
--scene0803_00_990: FAIL
scene0787_00_2025: scans/scene0787_00/pnvlad_pcd/scene0787_00_2025_sub.bin
--scene0746_00_0: FAIL
--scene0759_00_0: FAIL
--scene0720_00_0: FAIL
scene0787_00_2070: scans/scene0787_00/pnvlad_pcd/scene0787_00_2070_sub.bin
--scene0790_00_570: FAIL
--scene0763_00_0: FAIL
--scene0752_00_120: FAIL
scene0787_00_2100: scans/scene0787_00/pnvlad_pcd/scene0787_00_2100_sub.bin
--scene0757_00_1590: FAIL
--scene0725_00_0: FAIL
--scene0746_00_0: FAIL
scene0787_00_2175: scans/scene0787_00/pnvlad_pcd/scene0787_00_2175_sub.bin
--scene0776_00_570: FAIL
--scene0797_00_0: FAIL
--scene0725_00_0: FAIL
scene0787_00_2220: scans/scene0787_00/pnvlad_pcd/scene0787_00_2220_sub.bin
--scene0787_00_0: 6.19115759825652 FAIL
--scene0752_00_120: FAIL
--scene0736_00_0: FAIL
scene0787_00_2265: scans/scene0787_00/pnvlad_pcd/scene0787_00_2265_sub.bin
